"names"	"fccommunity"
"6668"	"SPATA6L"	"4"
"6669"	"FCGRT"	"4"
"6670"	"CHRM2"	"22"
"6671"	"ENSG00000215697"	"14"
"6672"	"TBXA2R"	"22"
"6673"	"DNASE1"	"22"
"6674"	"C7orf50"	"19"
"6675"	"NKX3-1"	"21"
"6676"	"TOPORS"	"21"
"6677"	"CHAF1A"	"18"
"6678"	"LEFTY2"	"13"
"6679"	"SS18"	"4"
"6680"	"TCF3"	"21"
"6681"	"ADAM12"	"13"
"6682"	"ANG"	"13"
"6683"	"FIGNL1"	"25"
"6684"	"MAPKBP1"	"4"
"6685"	"PALLD"	"8"
"6686"	"TRPC4"	"22"
"6687"	"TTC8"	"22"
"6688"	"ULK2"	"21"
"6689"	"WDR62"	"24"
"6690"	"IFT88"	"4"
"6691"	"RFXANK"	"4"
"6692"	"SPON2"	"20"
"6693"	"THAP4"	"23"
"6694"	"RBM18"	"22"
"6695"	"RNF4"	"21"
"6696"	"SPDEF"	"21"
"6697"	"ZMIZ1"	"21"
"6698"	"CDH11"	"22"
"6699"	"PAPPA2"	"21"
"6700"	"LBR"	"14"
"6701"	"PRPF39"	"21"
"6702"	"CCDC13-AS1"	"4"
"6703"	"MRPS18A"	"4"
"6704"	"AURKAIP1"	"15"
"6705"	"CHFR"	"18"
"6706"	"CSNK1G2"	"15"
"6707"	"TACC1"	"20"
"6708"	"TDRD7"	"17"
"6709"	"TPX2"	"15"
"6710"	"ENSG00000215725"	"19"
"6711"	"PRKAR2B"	"22"
"6712"	"BCL2L2"	"19"
"6713"	"TACO1"	"6"
"6714"	"E2F2"	"21"
"6715"	"C7orf25"	"24"
"6716"	"SRBD1"	"14"
"6717"	"TCERG1"	"6"
"6718"	"ADNP"	"2"
"6719"	"GEM"	"22"
"6720"	"BIRC7"	"19"
"6721"	"PSIP1"	"19"
"6722"	"NTAN1"	"21"
"6723"	"SCHIP1"	"21"
"6724"	"ENSG00000185068"	"20"
"6725"	"FZR1"	"14"
"6726"	"PDE8A"	"6"
"6727"	"SKIL"	"21"
"6728"	"ARHGAP40"	"14"
"6729"	"FGD3"	"22"
"6730"	"MCF2L"	"22"
"6731"	"ENSG00000174115"	"14"
"6732"	"ARVCF"	"12"
"6733"	"BOC"	"22"
"6734"	"CDH4"	"11"
"6735"	"CDON"	"22"
"6736"	"BARD1"	"24"
"6737"	"CCNB3"	"21"
"6738"	"CDKN3"	"15"
"6739"	"CKS1B"	"21"
"6740"	"CRBN"	"15"
"6741"	"DAPK1"	"19"
"6742"	"ECT2"	"22"
"6743"	"GADD45B"	"21"
"6744"	"MEF2C"	"21"
"6745"	"PBK"	"4"
"6746"	"PPP2R5E"	"25"
"6747"	"RAB5B"	"18"
"6748"	"SPAG5"	"4"
"6749"	"STMN2"	"24"
"6750"	"TK1"	"24"
"6751"	"CABLES2"	"15"
"6752"	"CCNJ"	"21"
"6753"	"CDK5RAP1"	"3"
"6754"	"DCX"	"22"
"6755"	"EMX2"	"21"
"6756"	"HOXC6"	"21"
"6757"	"LMTK2"	"3"
"6758"	"NR1H3"	"21"
"6759"	"NUBP2"	"4"
"6760"	"ST14"	"21"
"6761"	"SPOCD1"	"25"
"6762"	"THRA"	"21"
"6763"	"ZNF330"	"4"
"6764"	"HEXIM1"	"4"
"6765"	"NR2E3"	"21"
"6766"	"NUFIP1"	"6"
"6767"	"ZMYM6"	"2"
"6768"	"TSPAN3"	"4"
"6769"	"TSPAN4"	"13"
"6770"	"COG1"	"14"
"6771"	"BGN"	"13"
"6772"	"BMP1"	"13"
"6773"	"NID1"	"13"
"6774"	"TMPRSS6"	"13"
"6775"	"HABP2"	"13"
"6776"	"SAA1"	"13"
"6777"	"APOBEC1"	"6"
"6778"	"CRYBA1"	"22"
"6779"	"ITGA10"	"13"
"6780"	"ITGA11"	"13"
"6781"	"ITGA9"	"13"
"6782"	"ITGAD"	"13"
"6783"	"ITGAM"	"13"
"6784"	"ITGAX"	"13"
"6785"	"ITGB8"	"13"
"6786"	"ERF"	"15"
"6787"	"GJA1"	"22"
"6788"	"HMGB2"	"21"
"6789"	"NFATC3"	"22"
"6790"	"SYT11"	"22"
"6791"	"C14orf1"	"24"
"6792"	"TVP23B"	"14"
"6793"	"SCLY"	"24"
"6794"	"AGTPBP1"	"24"
"6795"	"COX4I2"	"22"
"6796"	"CYB5A"	"18"
"6797"	"CYB5R1"	"14"
"6798"	"CYB5R3"	"21"
"6799"	"FDX1"	"8"
"6800"	"UQCRC1"	"5"
"6801"	"GPS2"	"21"
"6802"	"NEURL4"	"20"
"6803"	"RB1CC1"	"4"
"6804"	"BEND5"	"15"
"6805"	"COL11A1"	"15"
"6806"	"COL5A2"	"15"
"6807"	"TM4SF1"	"15"
"6808"	"SCAF4"	"6"
"6809"	"CYP8B1"	"12"
"6810"	"GRTP1"	"14"
"6811"	"CLIC3"	"22"
"6812"	"DCUN1D3"	"22"
"6813"	"AOC1"	"18"
"6814"	"EED"	"21"
"6815"	"EEF1A2"	"12"
"6816"	"UQCR10"	"5"
"6817"	"NDUFB8"	"24"
"6818"	"AKAP17A"	"4"
"6819"	"PGM3"	"17"
"6820"	"TRIB2"	"4"
"6821"	"BEND7"	"4"
"6822"	"CREB3"	"21"
"6823"	"ADORA1"	"22"
"6824"	"EFNA5"	"15"
"6825"	"FAM188B"	"4"
"6826"	"KALRN"	"4"
"6827"	"SDCBP"	"22"
"6828"	"HDHD3"	"4"
"6829"	"LMLN"	"4"
"6830"	"RSPH3"	"21"
"6831"	"DOT1L"	"21"
"6832"	"RNF220"	"21"
"6833"	"AHNAK"	"22"
"6834"	"ARHGDIB"	"25"
"6835"	"CAPN6"	"12"
"6836"	"ICAM2"	"19"
"6837"	"ICAM3"	"13"
"6838"	"S100P"	"22"
"6839"	"SELL"	"7"
"6840"	"SELP"	"13"
"6841"	"TBC1D10A"	"12"
"6842"	"TYW3"	"18"
"6843"	"ENSG00000204325"	"4"
"6844"	"ENSG00000188126"	"4"
"6845"	"CDKAL1"	"15"
"6846"	"MINPP1"	"25"
"6847"	"NAGS"	"23"
"6848"	"PDE7B"	"6"
"6849"	"ARHGEF1"	"22"
"6850"	"CD14"	"13"
"6851"	"DRD5"	"22"
"6852"	"S1PR4"	"22"
"6853"	"ADORA3"	"12"
"6854"	"C5AR1"	"22"
"6855"	"CNR1"	"22"
"6856"	"CXCR1"	"13"
"6857"	"CXCR5"	"8"
"6858"	"EDNRA"	"22"
"6859"	"EYA2"	"4"
"6860"	"FPR1"	"12"
"6861"	"GPSM2"	"22"
"6862"	"ITM2C"	"22"
"6863"	"LGALS4"	"12"
"6864"	"LHCGR"	"22"
"6865"	"LPAR3"	"12"
"6866"	"MTNR1B"	"22"
"6867"	"NGB"	"22"
"6868"	"RGS12"	"22"
"6869"	"RGS5"	"22"
"6870"	"RIC8A"	"22"
"6871"	"SNX9"	"12"
"6872"	"GRID2"	"22"
"6873"	"AKAP11"	"22"
"6874"	"AKT1"	"22"
"6875"	"AXIN1"	"22"
"6876"	"EPM2A"	"22"
"6877"	"FRAT1"	"7"
"6878"	"FRAT2"	"7"
"6879"	"LRP6"	"7"
"6880"	"MITF"	"21"
"6881"	"MYOCD"	"21"
"6882"	"NPY4R"	"9"
"6883"	"QPCTL"	"15"
"6884"	"RCAN1"	"15"
"6885"	"RGS22"	"8"
"6886"	"SGK3"	"15"
"6887"	"TPPP"	"13"
"6888"	"WNT4"	"7"
"6889"	"DEDD2"	"19"
"6890"	"ANTXR1"	"19"
"6891"	"HDAC10"	"21"
"6892"	"HOPX"	"11"
"6893"	"IFRD1"	"4"
"6894"	"MBD3L1"	"21"
"6895"	"PHF21A"	"16"
"6896"	"RBP1"	"21"
"6897"	"SETD1A"	"21"
"6898"	"SMYD1"	"21"
"6899"	"TRUB2"	"14"
"6900"	"HR"	"21"
"6901"	"NCAN"	"25"
"6902"	"CRMP1"	"24"
"6903"	"ENSG00000215173"	"6"
"6904"	"DOCK4"	"6"
"6905"	"CLCF1"	"25"
"6906"	"CSF2"	"25"
"6907"	"CSF3"	"25"
"6908"	"CTF1"	"25"
"6909"	"EPO"	"25"
"6910"	"IFNA10"	"25"
"6911"	"IFNA16"	"25"
"6912"	"IFNA2"	"25"
"6913"	"IFNA21"	"25"
"6914"	"IFNA5"	"25"
"6915"	"IFNA8"	"25"
"6916"	"IFNB1"	"25"
"6917"	"IFNE"	"25"
"6918"	"IFNG"	"25"
"6919"	"IFNK"	"25"
"6920"	"IFNL1"	"25"
"6921"	"IFNL2"	"25"
"6922"	"IFNL3"	"25"
"6923"	"IFNW1"	"25"
"6924"	"IL12A"	"25"
"6925"	"IL12B"	"25"
"6926"	"IL15"	"25"
"6927"	"IL19"	"25"
"6928"	"IL20"	"25"
"6929"	"IL21"	"25"
"6930"	"IL22"	"25"
"6931"	"IL23A"	"25"
"6932"	"IL24"	"25"
"6933"	"IL26"	"25"
"6934"	"IL3"	"25"
"6935"	"IL4"	"25"
"6936"	"IL5"	"25"
"6937"	"IL6"	"25"
"6938"	"IL7"	"25"
"6939"	"IL9"	"25"
"6940"	"LEP"	"25"
"6941"	"LIF"	"25"
"6942"	"OSM"	"25"
"6943"	"PRL"	"25"
"6944"	"TPO"	"25"
"6945"	"TSLP"	"25"
"6946"	"ENSG00000147877"	"25"
"6947"	"ENSG00000120247"	"25"
"6948"	"ENSG00000186809"	"25"
"6949"	"EGLN1"	"21"
"6950"	"ATP2A1"	"18"
"6951"	"STON2"	"22"
"6952"	"C1orf174"	"24"
"6953"	"CBX8"	"21"
"6954"	"FAM135B"	"20"
"6955"	"FAM173A"	"24"
"6956"	"GSTO1"	"10"
"6957"	"HNRNPH3"	"24"
"6958"	"IK"	"4"
"6959"	"KSR2"	"15"
"6960"	"MAD2L1BP"	"24"
"6961"	"NAP1L5"	"24"
"6962"	"NDUFA4L2"	"24"
"6963"	"OGFOD2"	"20"
"6964"	"SNAPIN"	"4"
"6965"	"TELO2"	"5"
"6966"	"ZEB1"	"21"
"6967"	"ENSG00000206282"	"24"
"6968"	"ENSG00000206210"	"24"
"6969"	"ANKRD13A"	"21"
"6970"	"EPN2"	"14"
"6971"	"HEY1"	"21"
"6972"	"HEYL"	"21"
"6973"	"TNFAIP3"	"12"
"6974"	"TOM1L2"	"4"
"6975"	"USP13"	"24"
"6976"	"SLC35A2"	"4"
"6977"	"ENSG00000206215"	"21"
"6978"	"MPP5"	"22"
"6979"	"ISL1"	"21"
"6980"	"METTL15"	"12"
"6981"	"TNKS2"	"24"
"6982"	"CECR2"	"17"
"6983"	"DHH"	"21"
"6984"	"KSR1"	"12"
"6985"	"TRIB1"	"4"
"6986"	"MAP3K6"	"18"
"6987"	"PPM1A"	"22"
"6988"	"SYT12"	"15"
"6989"	"DUSP16"	"15"
"6990"	"MAP4K1"	"19"
"6991"	"CARM1"	"18"
"6992"	"FTSJ2"	"18"
"6993"	"PRMT7"	"18"
"6994"	"PRMT8"	"18"
"6995"	"CELF1"	"4"
"6996"	"FOXN2"	"21"
"6997"	"TAGLN3"	"4"
"6998"	"MCM3AP"	"21"
"6999"	"MCMBP"	"14"
"7000"	"MBIP"	"4"
"7001"	"MCM8"	"18"
"7002"	"JAG1"	"7"
"7003"	"NRXN3"	"22"
"7004"	"PVRL1"	"22"
"7005"	"NPPC"	"4"
"7006"	"ARHGEF15"	"15"
"7007"	"RAB4B-EGLN2"	"21"
"7008"	"ENSG00000134133"	"22"
"7009"	"EMX1"	"21"
"7010"	"GPR183"	"18"
"7011"	"HIF1A"	"21"
"7012"	"LRRC18"	"16"
"7013"	"PCGF6"	"21"
"7014"	"TOX4"	"21"
"7015"	"ZBTB33"	"21"
"7016"	"IL1RL1"	"18"
"7017"	"TLR5"	"18"
"7018"	"CCR5"	"8"
"7019"	"CXCR4"	"25"
"7020"	"FAM83F"	"12"
"7021"	"MEN1"	"12"
"7022"	"MYL9"	"22"
"7023"	"MYOM2"	"24"
"7024"	"OVGP1"	"14"
"7025"	"TRPM7"	"25"
"7026"	"ENSG00000205918"	"14"
"7027"	"CD3E"	"25"
"7028"	"PKN2"	"19"
"7029"	"WIPF2"	"6"
"7030"	"SP110"	"23"
"7031"	"MTMR2"	"18"
"7032"	"NEFH"	"22"
"7033"	"ATF6B"	"21"
"7034"	"LOXL3"	"22"
"7035"	"PUM2"	"4"
"7036"	"CNIH4"	"14"
"7037"	"GABARAP"	"14"
"7038"	"GABBR2"	"13"
"7039"	"BDNF"	"25"
"7040"	"COL9A1"	"4"
"7041"	"COL9A2"	"24"
"7042"	"COL9A3"	"6"
"7043"	"JAG2"	"7"
"7044"	"RTN4R"	"4"
"7045"	"VPS53"	"14"
"7046"	"JAM3"	"13"
"7047"	"PNMA6B"	"13"
"7048"	"PNMAL1"	"13"
"7049"	"PVRL3"	"22"
"7050"	"FERMT2"	"16"
"7051"	"CCDC88B"	"21"
"7052"	"HOXB8"	"21"
"7053"	"CARD11"	"15"
"7054"	"CDAN1"	"22"
"7055"	"SPTY2D1"	"20"
"7056"	"DEFA1"	"13"
"7057"	"GPRASP1"	"24"
"7058"	"SYNDIG1"	"24"
"7059"	"ATP6V0A4"	"23"
"7060"	"DES"	"22"
"7061"	"GINS1"	"20"
"7062"	"CCDC101"	"25"
"7063"	"FAM53B"	"25"
"7064"	"KIAA0930"	"25"
"7065"	"PDZD11"	"25"
"7066"	"SHCBP1"	"25"
"7067"	"NRAS"	"24"
"7068"	"RASD2"	"21"
"7069"	"PIP5KL1"	"25"
"7070"	"CCNE2"	"21"
"7071"	"NUDT7"	"15"
"7072"	"STEAP3"	"19"
"7073"	"HOXA1"	"4"
"7074"	"ALOX15"	"11"
"7075"	"ALOX15B"	"11"
"7076"	"CDS2"	"25"
"7077"	"DGKH"	"25"
"7078"	"WDR6"	"12"
"7079"	"NRP1"	"25"
"7080"	"PLXNB1"	"22"
"7081"	"RHOD"	"21"
"7082"	"ENSG00000172070"	"23"
"7083"	"CCDC88A"	"4"
"7084"	"CISD1"	"15"
"7085"	"F10"	"13"
"7086"	"LIPE"	"22"
"7087"	"NXT1"	"22"
"7088"	"PLP2"	"18"
"7089"	"PREP"	"18"
"7090"	"SLC25A10"	"4"
"7091"	"SLC25A5"	"12"
"7092"	"SLC2A1"	"17"
"7093"	"TARSL2"	"20"
"7094"	"UFM1"	"2"
"7095"	"VAMP3"	"14"
"7096"	"C2orf88"	"14"
"7097"	"PALM2-AKAP2"	"15"
"7098"	"ADD3"	"25"
"7099"	"AKAP12"	"22"
"7100"	"AVPR1A"	"22"
"7101"	"CALY"	"7"
"7102"	"CASR"	"15"
"7103"	"DLX3"	"15"
"7104"	"EDF1"	"21"
"7105"	"F11R"	"22"
"7106"	"GABRR2"	"22"
"7107"	"GNA15"	"22"
"7108"	"GPM6A"	"24"
"7109"	"GRIA1"	"22"
"7110"	"GRM1"	"22"
"7111"	"HAND2"	"21"
"7112"	"HES1"	"21"
"7113"	"HSPB8"	"24"
"7114"	"KCNE1"	"15"
"7115"	"KCNQ2"	"22"
"7116"	"MGMT"	"21"
"7117"	"NUMB"	"7"
"7118"	"PAM"	"18"
"7119"	"POLB"	"21"
"7120"	"PTGIR"	"6"
"7121"	"RHO"	"22"
"7122"	"SCTR"	"22"
"7123"	"SDC4"	"13"
"7124"	"SPAG1"	"15"
"7125"	"STXBP3"	"14"
"7126"	"TEP1"	"4"
"7127"	"TNNI3"	"24"
"7128"	"ENSG00000206441"	"4"
"7129"	"ADRA2A"	"22"
"7130"	"CD34"	"19"
"7131"	"GNAZ"	"22"
"7132"	"KCNJ1"	"12"
"7133"	"PLSCR3"	"4"
"7134"	"RIPK4"	"15"
"7135"	"TAGLN"	"22"
"7136"	"SLC4A3"	"22"
"7137"	"FOXA2"	"21"
"7138"	"GPX8"	"6"
"7139"	"MSRB3"	"23"
"7140"	"TTC38"	"23"
"7141"	"APOBEC3F"	"9"
"7142"	"CAAP1"	"24"
"7143"	"CDH10"	"24"
"7144"	"CGA"	"22"
"7145"	"COX6C"	"24"
"7146"	"EVA1A"	"24"
"7147"	"GLYAT"	"24"
"7148"	"HSPBAP1"	"24"
"7149"	"PTPRB"	"22"
"7150"	"SDC1"	"13"
"7151"	"SPIN1"	"24"
"7152"	"TAC3"	"24"
"7153"	"TAF1D"	"24"
"7154"	"CHMP2A"	"14"
"7155"	"DNAJC5"	"14"
"7156"	"EMC4"	"14"
"7157"	"RAB11FIP1"	"22"
"7158"	"RAB11FIP3"	"22"
"7159"	"RAB11FIP5"	"22"
"7160"	"SYTL3"	"22"
"7161"	"SYTL5"	"22"
"7162"	"FAM71C"	"22"
"7163"	"CBR3"	"22"
"7164"	"GNPAT"	"18"
"7165"	"CHM"	"22"
"7166"	"RPH3AL"	"19"
"7167"	"KIF20A"	"14"
"7168"	"MTG1"	"14"
"7169"	"NCOA7"	"14"
"7170"	"NELFE"	"6"
"7171"	"RAP1GDS1"	"22"
"7172"	"TLR2"	"18"
"7173"	"ENSG00000206268"	"6"
"7174"	"DOCK1"	"25"
"7175"	"DDI1"	"7"
"7176"	"GLIPR2"	"12"
"7177"	"ABTB1"	"21"
"7178"	"CAND1"	"21"
"7179"	"COMMD1"	"12"
"7180"	"CUL4A"	"17"
"7181"	"DARS2"	"21"
"7182"	"DET1"	"17"
"7183"	"EFTUD1"	"3"
"7184"	"FBXO11"	"21"
"7185"	"FBXO18"	"18"
"7186"	"RFWD2"	"17"
"7187"	"ZC3HC1"	"8"
"7188"	"CARS"	"23"
"7189"	"RANGRF"	"20"
"7190"	"ARHGEF3"	"4"
"7191"	"DAAM2"	"22"
"7192"	"WBP5"	"24"
"7193"	"PELI2"	"18"
"7194"	"TRAM1"	"18"
"7195"	"UBALD1"	"3"
"7196"	"C15orf39"	"2"
"7197"	"SAMD8"	"4"
"7198"	"SEC62"	"14"
"7199"	"SETBP1"	"22"
"7200"	"BLNK"	"25"
"7201"	"MANF"	"22"
"7202"	"RASGEF1B"	"22"
"7203"	"TMEM8B"	"22"
"7204"	"PIM1"	"21"
"7205"	"IKZF1"	"21"
"7206"	"IKZF3"	"21"
"7207"	"IKZF4"	"21"
"7208"	"MTHFSD"	"4"
"7209"	"RFX5"	"21"
"7210"	"TCAIM"	"21"
"7211"	"ULK1"	"22"
"7212"	"CUL7"	"25"
"7213"	"FBXL14"	"4"
"7214"	"FBXL4"	"7"
"7215"	"FBXL8"	"13"
"7216"	"FBXO16"	"1"
"7217"	"FBXO2"	"13"
"7218"	"FBXO34"	"21"
"7219"	"FBXO41"	"7"
"7220"	"FBXO45"	"7"
"7221"	"FBXO7"	"19"
"7222"	"FBXW2"	"18"
"7223"	"FBXW5"	"4"
"7224"	"AFF1"	"10"
"7225"	"CXXC5"	"21"
"7226"	"EXPH5"	"21"
"7227"	"KIAA0226"	"24"
"7228"	"KMT2D"	"21"
"7229"	"MGAT1"	"21"
"7230"	"PIR"	"21"
"7231"	"RNF123"	"21"
"7232"	"SMAD6"	"21"
"7233"	"UBA6"	"8"
"7234"	"BAZ1A"	"21"
"7235"	"BAZ2A"	"19"
"7236"	"CHRAC1"	"9"
"7237"	"RSF1"	"12"
"7238"	"CNTN3"	"9"
"7239"	"SASH3"	"14"
"7240"	"TET2"	"11"
"7241"	"CCDC43"	"13"
"7242"	"NR1H4"	"21"
"7243"	"ESPL1"	"25"
"7244"	"INSM1"	"22"
"7245"	"MSL1"	"11"
"7246"	"COX7A1"	"21"
"7247"	"NCAM1"	"25"
"7248"	"IQSEC1"	"19"
"7249"	"ZBTB3"	"21"
"7250"	"KIF2B"	"17"
"7251"	"UPF3B"	"5"
"7252"	"EXOSC7"	"3"
"7253"	"SYN3"	"22"
"7254"	"NRXN1"	"22"
"7255"	"TAF8"	"20"
"7256"	"DR1"	"20"
"7257"	"EVX1"	"21"
"7258"	"FOXF2"	"10"
"7259"	"POU3F2"	"21"
"7260"	"TAF1L"	"4"
"7261"	"TEAD1"	"21"
"7262"	"TRAM2"	"6"
"7263"	"TRIP4"	"21"
"7264"	"ZNF76"	"21"
"7265"	"CHAC2"	"4"
"7266"	"PPRC1"	"21"
"7267"	"BTBD2"	"24"
"7268"	"CDC42EP4"	"22"
"7269"	"DAPK2"	"15"
"7270"	"DUSP13"	"15"
"7271"	"FBXL12"	"21"
"7272"	"FBXO24"	"13"
"7273"	"KLHL1"	"2"
"7274"	"NKIRAS1"	"21"
"7275"	"NOXO1"	"4"
"7276"	"PREB"	"19"
"7277"	"RAB33B"	"14"
"7278"	"RHOH"	"24"
"7279"	"RNF146"	"21"
"7280"	"RRH"	"15"
"7281"	"RTKN"	"4"
"7282"	"STK35"	"21"
"7283"	"TGFB3"	"13"
"7284"	"TGFBR3"	"13"
"7285"	"TRAP1"	"18"
"7286"	"TSSK3"	"21"
"7287"	"UBD"	"24"
"7288"	"USP45"	"21"
"7289"	"WDR13"	"15"
"7290"	"WWC1"	"24"
"7291"	"ENSG00000206513"	"17"
"7292"	"ENSG00000206468"	"21"
"7293"	"FAM160A2"	"22"
"7294"	"RBM4B"	"21"
"7295"	"CLDN16"	"17"
"7296"	"CLDN5"	"22"
"7297"	"CLDN6"	"2"
"7298"	"CLDN8"	"12"
"7299"	"GJA8"	"22"
"7300"	"GJB3"	"12"
"7301"	"GJC1"	"12"
"7302"	"KIRREL"	"12"
"7303"	"CCL18"	"24"
"7304"	"CELF3"	"4"
"7305"	"FXYD6"	"24"
"7306"	"HES6"	"21"
"7307"	"HHEX"	"21"
"7308"	"PCDHA4"	"24"
"7309"	"SIX2"	"4"
"7310"	"SIX6"	"21"
"7311"	"UTY"	"17"
"7312"	"AVEN"	"24"
"7313"	"CLASP1"	"22"
"7314"	"GCFC2"	"24"
"7315"	"RBM3"	"24"
"7316"	"TPMT"	"24"
"7317"	"NKX6-1"	"22"
"7318"	"PSENEN"	"7"
"7319"	"ARL6IP5"	"4"
"7320"	"PLEKHG2"	"4"
"7321"	"RHOBTB2"	"4"
"7322"	"UBR7"	"4"
"7323"	"METTL9"	"4"
"7324"	"CDIPT"	"25"
"7325"	"DAP"	"19"
"7326"	"IPO8"	"19"
"7327"	"MOAP1"	"19"
"7328"	"TUBA3D"	"12"
"7329"	"TUBB6"	"12"
"7330"	"ENSG00000204490"	"19"
"7331"	"ENSG00000206437"	"19"
"7332"	"ENSG00000204487"	"19"
"7333"	"ENSG00000204496"	"19"
"7334"	"ENSG00000206327"	"19"
"7335"	"ENSG00000206284"	"14"
"7336"	"CNKSR2"	"22"
"7337"	"HS2ST1"	"15"
"7338"	"MYT1L"	"4"
"7339"	"PDE4DIP"	"4"
"7340"	"PPP1R13B"	"21"
"7341"	"PRPSAP1"	"4"
"7342"	"PTPN3"	"25"
"7343"	"MAL2"	"22"
"7344"	"TMED4"	"22"
"7345"	"TPD52L1"	"22"
"7346"	"TPD52L3"	"22"
"7347"	"VAMP7"	"14"
"7348"	"ID3"	"21"
"7349"	"NGFRAP1"	"4"
"7350"	"RASSF7"	"4"
"7351"	"TXNIP"	"21"
"7352"	"FAM127A"	"4"
"7353"	"GKAP1"	"4"
"7354"	"SMCR7"	"23"
"7355"	"KDM5C"	"20"
"7356"	"DMRTB1"	"4"
"7357"	"ERMAP"	"3"
"7358"	"LPP"	"5"
"7359"	"BRSK2"	"21"
"7360"	"DPYSL2"	"7"
"7361"	"SETD6"	"20"
"7362"	"ZAP70"	"25"
"7363"	"TACC2"	"21"
"7364"	"ZNF33A"	"15"
"7365"	"ZNF567"	"15"
"7366"	"SVOPL"	"14"
"7367"	"DCTN3"	"21"
"7368"	"MLKL"	"21"
"7369"	"NAA35"	"20"
"7370"	"NADK"	"18"
"7371"	"SLC25A26"	"20"
"7372"	"SURF1"	"18"
"7373"	"PAK3"	"22"
"7374"	"NKX2-3"	"18"
"7375"	"ST3GAL4"	"4"
"7376"	"AKTIP"	"4"
"7377"	"CDR2"	"2"
"7378"	"TULP4"	"18"
"7379"	"ETV3"	"16"
"7380"	"GEMIN6"	"6"
"7381"	"PPP4R2"	"4"
"7382"	"MTF2"	"21"
"7383"	"AGT"	"13"
"7384"	"C11orf16"	"19"
"7385"	"C19orf57"	"4"
"7386"	"CD177"	"4"
"7387"	"CEACAM5"	"4"
"7388"	"ELAVL4"	"6"
"7389"	"GNPDA1"	"10"
"7390"	"LILRA3"	"4"
"7391"	"MYO1F"	"4"
"7392"	"NBPF3"	"13"
"7393"	"RASL11B"	"4"
"7394"	"SALL2"	"4"
"7395"	"TULP2"	"19"
"7396"	"YY1AP1"	"4"
"7397"	"FANCE"	"18"
"7398"	"FNDC3A"	"4"
"7399"	"PAXIP1"	"21"
"7400"	"SHPRH"	"12"
"7401"	"SUMF2"	"17"
"7402"	"GLG1"	"12"
"7403"	"USF1"	"21"
"7404"	"C3orf33"	"1"
"7405"	"NR2F2"	"21"
"7406"	"ENSG00000206115"	"1"
"7407"	"HDAC11"	"21"
"7408"	"MIPEP"	"14"
"7409"	"RBAK"	"17"
"7410"	"ZNF106"	"17"
"7411"	"ZNF362"	"17"
"7412"	"ENSG00000206407"	"17"
"7413"	"IRAK4"	"18"
"7414"	"ARHGAP26"	"19"
"7415"	"HOXA3"	"19"
"7416"	"NISCH"	"13"
"7417"	"OR10H2"	"19"
"7418"	"PATZ1"	"19"
"7419"	"PINK1"	"19"
"7420"	"PTPN1"	"25"
"7421"	"PTPRK"	"25"
"7422"	"ENSG00000198013"	"13"
"7423"	"ARL5A"	"4"
"7424"	"C21orf2"	"24"
"7425"	"POMP"	"4"
"7426"	"PRKD3"	"1"
"7427"	"NODAL"	"13"
"7428"	"CCDC89"	"18"
"7429"	"KCTD20"	"12"
"7430"	"LSP1"	"18"
"7431"	"SH3GLB1"	"18"
"7432"	"FAM192A"	"1"
"7433"	"ARFGEF1"	"22"
"7434"	"BCL2"	"19"
"7435"	"CITED1"	"21"
"7436"	"COMMD3"	"12"
"7437"	"COMMD8"	"12"
"7438"	"COMMD9"	"24"
"7439"	"LYL1"	"21"
"7440"	"SPI1"	"21"
"7441"	"TNFSF11"	"13"
"7442"	"TNIP3"	"15"
"7443"	"TSC22D3"	"12"
"7444"	"UNC5CL"	"12"
"7445"	"ENSG00000212981"	"12"
"7446"	"NOVA1"	"20"
"7447"	"PCBP4"	"4"
"7448"	"DPPA2"	"4"
"7449"	"FAM153A"	"1"
"7450"	"RORB"	"21"
"7451"	"TRMT10A"	"14"
"7452"	"TXNL4B"	"1"
"7453"	"POP1"	"11"
"7454"	"RPP14"	"11"
"7455"	"ENSG00000206415"	"11"
"7456"	"ENSG00000204596"	"11"
"7457"	"KCNAB2"	"22"
"7458"	"RET"	"25"
"7459"	"WDFY3"	"14"
"7460"	"AEBP1"	"5"
"7461"	"ATOH1"	"2"
"7462"	"BHLHA15"	"21"
"7463"	"ELK3"	"21"
"7464"	"GATA1"	"21"
"7465"	"GATA2"	"21"
"7466"	"ID1"	"21"
"7467"	"MSC"	"21"
"7468"	"PTF1A"	"21"
"7469"	"RALGAPA1"	"18"
"7470"	"TCF21"	"21"
"7471"	"TFPT"	"12"
"7472"	"TWIST1"	"21"
"7473"	"CAND2"	"4"
"7474"	"TCEAL1"	"18"
"7475"	"CDCP1"	"13"
"7476"	"DENND4A"	"22"
"7477"	"KCNK3"	"2"
"7478"	"KIF20B"	"19"
"7479"	"LRFN1"	"22"
"7480"	"OSBPL3"	"17"
"7481"	"RIN1"	"22"
"7482"	"RMDN3"	"5"
"7483"	"SLC8A2"	"15"
"7484"	"SLC8A3"	"15"
"7485"	"SON"	"22"
"7486"	"SRPK1"	"6"
"7487"	"ENSG00000189229"	"6"
"7488"	"CBWD7"	"23"
"7489"	"SUV420H1"	"1"
"7490"	"CCDC137"	"3"
"7491"	"PVRL2"	"22"
"7492"	"ZFPL1"	"12"
"7493"	"ANKRD50"	"21"
