"names"	"fccommunity"
"871"	"ENSG00000108504"	"15"
"872"	"THUMPD1"	"18"
"873"	"6-Mar"	"4"
"874"	"C19orf10"	"4"
"875"	"CHN2"	"4"
"876"	"DNAJB11"	"12"
"877"	"FKBP2"	"23"
"878"	"PRPF40A"	"6"
"879"	"REG1B"	"4"
"880"	"RNF126"	"4"
"881"	"S100A4"	"4"
"882"	"SETDB1"	"24"
"883"	"TFDP1"	"21"
"884"	"TOMM20"	"24"
"885"	"UBL4A"	"4"
"886"	"UBL7"	"4"
"887"	"ENSG00000129951"	"4"
"888"	"8-Mar"	"4"
"889"	"ACBD3"	"4"
"890"	"ZSWIM5"	"4"
"891"	"C7"	"4"
"892"	"DPYD"	"23"
"893"	"GLI2"	"21"
"894"	"2-Sep"	"4"
"895"	"ARF6"	"4"
"896"	"C1QBP"	"1"
"897"	"CNP"	"22"
"898"	"EXOC7"	"4"
"899"	"FBL"	"6"
"900"	"GRM7"	"22"
"901"	"IKBKE"	"18"
"902"	"PAFAH1B1"	"4"
"903"	"PIH1D1"	"4"
"904"	"PIK3R1"	"25"
"905"	"PRMT1"	"18"
"906"	"SDC3"	"9"
"907"	"11-Sep"	"4"
"908"	"4-Sep"	"4"
"909"	"5-Sep"	"22"
"910"	"6-Sep"	"4"
"911"	"7-Sep"	"14"
"912"	"8-Sep"	"4"
"913"	"9-Sep"	"23"
"914"	"SIAH1"	"21"
"915"	"SNCA"	"22"
"916"	"SOCS7"	"25"
"917"	"STX1A"	"22"
"918"	"TUBG1"	"1"
"919"	"VHL"	"18"
"920"	"ENSG00000204523"	"18"
"921"	"ENSG00000189162"	"25"
"922"	"AAR2"	"6"
"923"	"ACLY"	"18"
"924"	"AP1B1"	"12"
"925"	"AP3D1"	"14"
"926"	"ARFIP2"	"4"
"927"	"ARHGAP35"	"21"
"928"	"ARRB1"	"22"
"929"	"ARRB2"	"22"
"930"	"BTF3"	"18"
"931"	"CACYBP"	"18"
"932"	"CLIC1"	"18"
"933"	"CS"	"14"
"934"	"CYTH2"	"22"
"935"	"DCTN1"	"4"
"936"	"DDX27"	"3"
"937"	"DHPS"	"4"
"938"	"DYNC1H1"	"1"
"939"	"EEF1E1"	"23"
"940"	"EIF4G1"	"3"
"941"	"EMC1"	"14"
"942"	"EXOC5"	"14"
"943"	"FANCI"	"4"
"944"	"GART"	"14"
"945"	"GBF1"	"14"
"946"	"GDI2"	"14"
"947"	"GSPT1"	"14"
"948"	"HDLBP"	"23"
"949"	"HEATR2"	"4"
"950"	"HINT1"	"14"
"951"	"HYOU1"	"18"
"952"	"KHSRP"	"6"
"953"	"KIF5B"	"25"
"954"	"MAD1L1"	"4"
"955"	"MAT2A"	"18"
"956"	"MCM3"	"20"
"957"	"MMP24-AS1"	"3"
"958"	"MSH2"	"1"
"959"	"NCAPG"	"4"
"960"	"PCBP3"	"4"
"961"	"PDIA3"	"4"
"962"	"PFDN2"	"20"
"963"	"PINK1-AS"	"14"
"964"	"PIP5K1A"	"25"
"965"	"PIP5K1C"	"25"
"966"	"PLS1"	"4"
"967"	"RABGAP1"	"13"
"968"	"RANBP3"	"13"
"969"	"RNASEH2A"	"20"
"970"	"RTCA"	"4"
"971"	"SEC11A"	"14"
"972"	"SEC13"	"6"
"973"	"SEC63"	"14"
"974"	"SRPRB"	"14"
"975"	"TBC1D4"	"11"
"976"	"TRIM23"	"4"
"977"	"UBE2D3"	"21"
"978"	"XPO5"	"1"
"979"	"YARS"	"3"
"980"	"ENSG00000206394"	"18"
"981"	"ENSG00000213007"	"22"
"982"	"ENSG00000078872"	"3"
"983"	"A2M"	"13"
"984"	"AASS"	"1"
"985"	"ABCB7"	"1"
"986"	"ACOT8"	"1"
"987"	"AKAP8L"	"1"
"988"	"ALDH18A1"	"1"
"989"	"ANKFY1"	"4"
"990"	"ARF4"	"1"
"991"	"ARHGEF2"	"1"
"992"	"ARL1"	"1"
"993"	"ATP1A1"	"1"
"994"	"C1QA"	"13"
"995"	"CCDC94"	"6"
"996"	"CCT6A"	"1"
"997"	"CDH1"	"12"
"998"	"CEPT1"	"1"
"999"	"CHD4"	"1"
"1000"	"COIL"	"4"
"1001"	"COPG1"	"1"
"1002"	"COPG2"	"1"
"1003"	"COPZ1"	"14"
"1004"	"CTNNB1"	"22"
"1005"	"CWF19L2"	"11"
"1006"	"CYR61"	"1"
"1007"	"DDX1"	"1"
"1008"	"DEAF1"	"21"
"1009"	"DHX15"	"1"
"1010"	"EFTUD2"	"1"
"1011"	"EIF4ENIF1"	"1"
"1012"	"EP400"	"1"
"1013"	"ERCC3"	"1"
"1014"	"ERO1L"	"16"
"1015"	"ETFA"	"1"
"1016"	"F12"	"13"
"1017"	"FAM58A"	"21"
"1018"	"FBXO33"	"12"
"1019"	"FBXW8"	"1"
"1020"	"GAB1"	"25"
"1021"	"GABRB1"	"7"
"1022"	"GANAB"	"1"
"1023"	"GBAS"	"22"
"1024"	"GCDH"	"1"
"1025"	"GP1BA"	"13"
"1026"	"GP5"	"13"
"1027"	"GP9"	"13"
"1028"	"GTF3C1"	"1"
"1029"	"GTF3C2"	"1"
"1030"	"GTF3C3"	"1"
"1031"	"GTF3C4"	"1"
"1032"	"HDAC2"	"1"
"1033"	"HELLS"	"1"
"1034"	"HIGD1A"	"1"
"1035"	"HLX"	"4"
"1036"	"HMGB1"	"20"
"1037"	"HNRNPL"	"6"
"1038"	"HRK"	"19"
"1039"	"IDH3A"	"1"
"1040"	"IGF2BP1"	"1"
"1041"	"IGF2BP2"	"1"
"1042"	"IKBKB"	"12"
"1043"	"ILVBL"	"1"
"1044"	"IPO13"	"1"
"1045"	"IPO9"	"1"
"1046"	"IQGAP3"	"1"
"1047"	"KLKB1"	"13"
"1048"	"KNG1"	"13"
"1049"	"MAP3K14"	"12"
"1050"	"MAPK3"	"15"
"1051"	"MAPKAP1"	"1"
"1052"	"MAX"	"1"
"1053"	"MMP14"	"13"
"1054"	"MOGS"	"1"
"1055"	"MRPS22"	"1"
"1056"	"MRPS34"	"1"
"1057"	"MSH3"	"1"
"1058"	"NDUFA8"	"1"
"1059"	"NEK9"	"15"
"1060"	"NFKBIE"	"12"
"1061"	"NFYB"	"21"
"1062"	"NIPSNAP1"	"22"
"1063"	"NPEPL1"	"14"
"1064"	"NUP133"	"1"
"1065"	"NUP153"	"1"
"1066"	"PELO"	"1"
"1067"	"POLE"	"1"
"1068"	"PRCP"	"13"
"1069"	"PRKCZ"	"22"
"1070"	"PRKD1"	"15"
"1071"	"PRRC2A"	"4"
"1072"	"PTGES2"	"1"
"1073"	"PTPN14"	"1"
"1074"	"RAF1"	"1"
"1075"	"RANBP2"	"1"
"1076"	"RFC2"	"1"
"1077"	"RFC3"	"1"
"1078"	"RNGTT"	"1"
"1079"	"RNH1"	"1"
"1080"	"RPL28"	"3"
"1081"	"RPL39P5"	"4"
"1082"	"SERPING1"	"13"
"1083"	"SET"	"22"
"1084"	"SHOC2"	"1"
"1085"	"SIRT1"	"20"
"1086"	"SLC25A1"	"1"
"1087"	"SLC25A11"	"1"
"1088"	"SLC25A12"	"1"
"1089"	"SLIT2"	"1"
"1090"	"SMARCC1"	"1"
"1091"	"SNRNP200"	"1"
"1092"	"SOD1"	"23"
"1093"	"SRSF1"	"6"
"1094"	"SSR4"	"1"
"1095"	"SUCLG1"	"1"
"1096"	"TCP1"	"1"
"1097"	"TEC"	"15"
"1098"	"TOP1"	"1"
"1099"	"TOP2A"	"1"
"1100"	"TRIM28"	"1"
"1101"	"TTC27"	"1"
"1102"	"TUBGCP2"	"1"
"1103"	"UBR2"	"1"
"1104"	"WDR77"	"1"
"1105"	"XRCC5"	"1"
"1106"	"ZBTB44"	"21"
"1107"	"ZNF121"	"1"
"1108"	"ZNF281"	"1"
"1109"	"ZNF608"	"13"
"1110"	"ENSG00000214122"	"22"
"1111"	"ENSG00000206427"	"4"
"1112"	"ENSG00000157344"	"5"
"1113"	"ENSG00000214133"	"1"
"1114"	"GNB4"	"22"
"1115"	"PGRMC1"	"22"
"1116"	"RAB10"	"22"
"1117"	"RAC1"	"22"
"1118"	"RAP1A"	"22"
"1119"	"ABCF2"	"3"
"1120"	"AGPAT1"	"23"
"1121"	"ALDH3A2"	"18"
"1122"	"ANAPC10"	"14"
"1123"	"ANAPC5"	"15"
"1124"	"AP1S2"	"14"
"1125"	"AP3B1"	"14"
"1126"	"APLP1"	"24"
"1127"	"ARHGAP12"	"14"
"1128"	"ARHGAP21"	"14"
"1129"	"ARIH1"	"3"
"1130"	"ARMC3"	"14"
"1131"	"ATG3"	"14"
"1132"	"ATP2C1"	"14"
"1133"	"ATP6V0A1"	"14"
"1134"	"ATR"	"15"
"1135"	"BCCIP"	"14"
"1136"	"BMS1"	"3"
"1137"	"BRMS1"	"21"
"1138"	"BRSK1"	"3"
"1139"	"BTAF1"	"20"
"1140"	"BUB1B"	"20"
"1141"	"CAPZA2"	"14"
"1142"	"CBWD2"	"14"
"1143"	"CBWD5"	"14"
"1144"	"CBWD6"	"14"
"1145"	"CDC123"	"3"
"1146"	"CDC23"	"6"
"1147"	"CDK11A"	"14"
"1148"	"CDK12"	"15"
"1149"	"CDX2"	"21"
"1150"	"CEBPZ"	"3"
"1151"	"CHCHD4"	"14"
"1152"	"CHD9"	"6"
"1153"	"CLEC4M"	"12"
"1154"	"CLP1"	"6"
"1155"	"CNDP2"	"23"
"1156"	"CNOT2"	"14"
"1157"	"COG4"	"14"
"1158"	"COX17"	"24"
"1159"	"COX6A1"	"18"
"1160"	"CPSF2"	"6"
"1161"	"CREBBP"	"21"
"1162"	"CSF1"	"22"
"1163"	"CSNK1D"	"15"
"1164"	"CSNK1E"	"15"
"1165"	"CSNK1G3"	"15"
"1166"	"CTU2"	"14"
"1167"	"CWC22"	"6"
"1168"	"DCAF13"	"3"
"1169"	"DCAKD"	"3"
"1170"	"DCP2"	"3"
"1171"	"DCPS"	"3"
"1172"	"DDX24"	"3"
"1173"	"DDX49"	"3"
"1174"	"DDX54"	"3"
"1175"	"DDX55"	"3"
"1176"	"DDX56"	"3"
"1177"	"DEPDC5"	"14"
"1178"	"DHRS4"	"22"
"1179"	"DIS3"	"3"
"1180"	"DLEU1"	"24"
"1181"	"DNAJC2"	"3"
"1182"	"DNM1L"	"23"
"1183"	"DNPEP"	"4"
"1184"	"DOM3Z"	"3"
"1185"	"DPH1"	"14"
"1186"	"EEFSEC"	"22"
"1187"	"EIF2A"	"3"
"1188"	"EIF2AK4"	"15"
"1189"	"EIF2B1"	"3"
"1190"	"EIF2B2"	"3"
"1191"	"EIF2B4"	"3"
"1192"	"EIF2S2P4"	"3"
"1193"	"EIF2S3"	"3"
"1194"	"EIF5"	"3"
"1195"	"ELOVL4"	"14"
"1196"	"ELP3"	"20"
"1197"	"EMG1"	"3"
"1198"	"ERO1LB"	"3"
"1199"	"ESF1"	"3"
"1200"	"EXOC2"	"14"
"1201"	"EXOC6"	"14"
"1202"	"EXOSC1"	"3"
"1203"	"EXOSC2"	"3"
"1204"	"EXOSC3"	"3"
"1205"	"EXOSC4"	"3"
"1206"	"EXOSC5"	"3"
"1207"	"FA2H"	"14"
"1208"	"FAAH"	"12"
"1209"	"FAM206A"	"14"
"1210"	"FANCM"	"20"
"1211"	"FAS"	"19"
"1212"	"FAXDC2"	"14"
"1213"	"FECH"	"12"
"1214"	"FRY"	"20"
"1215"	"FTSJ3"	"3"
"1216"	"GADD45G"	"21"
"1217"	"GDPD1"	"14"
"1218"	"GLYR1"	"20"
"1219"	"GTF2H3"	"20"
"1220"	"H1FX"	"6"
"1221"	"H3F3A"	"20"
"1222"	"HCCS"	"14"
"1223"	"HM13"	"20"
"1224"	"HMGB1P1"	"20"
"1225"	"HSD17B7"	"23"
"1226"	"HSPE1"	"18"
"1227"	"IBA57"	"14"
"1228"	"ICK"	"6"
"1229"	"ILF2"	"6"
"1230"	"IMP3"	"3"
"1231"	"ING1"	"20"
"1232"	"ING3"	"20"
"1233"	"INO80"	"20"
"1234"	"IPO5"	"23"
"1235"	"ITSN1"	"14"
"1236"	"IVL"	"23"
"1237"	"JAK2"	"15"
"1238"	"KDELR1"	"14"
"1239"	"KDM3A"	"22"
"1240"	"KDM5B"	"20"
"1241"	"KDM6A"	"17"
"1242"	"KIF11"	"14"
"1243"	"KTI12"	"20"
"1244"	"LACE1"	"14"
"1245"	"LAMA4"	"24"
"1246"	"LAMTOR1"	"12"
"1247"	"LAMTOR5"	"24"
"1248"	"LARP7"	"3"
"1249"	"LEO1"	"20"
"1250"	"LHX9"	"14"
"1251"	"LSM1"	"21"
"1252"	"LSM4"	"6"
"1253"	"LYAR"	"6"
"1254"	"MAF1"	"20"
"1255"	"MAP3K5"	"25"
"1256"	"MCM6"	"20"
"1257"	"MCUR1"	"14"
"1258"	"METTL2B"	"14"
"1259"	"METTL7A"	"12"
"1260"	"MIOS"	"6"
"1261"	"MKI67IP"	"3"
"1262"	"MPHOSPH10"	"3"
"1263"	"MRM1"	"14"
"1264"	"MRPL15"	"3"
"1265"	"MRPL2"	"3"
"1266"	"MRPL23"	"14"
"1267"	"MRPL3"	"14"
"1268"	"MRPL34"	"14"
"1269"	"MRVI1"	"12"
"1270"	"MSH4"	"20"
"1271"	"MTDH"	"12"
"1272"	"MTHFR"	"4"
"1273"	"MVK"	"14"
"1274"	"MYD88"	"18"
"1275"	"MYH11"	"22"
"1276"	"NAA20"	"18"
"1277"	"NALCN"	"20"
"1278"	"NBEA"	"21"
"1279"	"NDUFA10"	"12"
"1280"	"NDUFA9"	"12"
"1281"	"NDUFB4"	"12"
"1282"	"NET1"	"3"
"1283"	"NEURL1B"	"22"
"1284"	"NIF3L1"	"4"
"1285"	"NIP7"	"3"
"1286"	"NNT"	"12"
"1287"	"NOB1"	"3"
"1288"	"NOC4L"	"3"
"1289"	"NOP14"	"3"
"1290"	"NOTCH1"	"21"
"1291"	"NSDHL"	"14"
"1292"	"NSUN2"	"3"
"1293"	"NUBP1"	"14"
"1294"	"NXPE2"	"16"
"1295"	"OGDH"	"23"
"1296"	"ORC2"	"20"
"1297"	"ORC4"	"20"
"1298"	"ORMDL3"	"14"
"1299"	"PAF1"	"20"
"1300"	"PAPD5"	"20"
"1301"	"PAPSS1"	"18"
"1302"	"PATL1"	"6"
"1303"	"PCSK7"	"14"
"1304"	"PDCD11"	"3"
"1305"	"PDCL2"	"14"
"1306"	"PDHA1"	"15"
"1307"	"PDHB"	"24"
"1308"	"PEX13"	"12"
"1309"	"PFN2"	"24"
"1310"	"PGP"	"18"
"1311"	"PHACTR2"	"14"
"1312"	"PIGB"	"14"
"1313"	"PIGS"	"14"
"1314"	"PIK3R4"	"25"
"1315"	"PIKFYVE"	"22"
"1316"	"PLAUR"	"13"
"1317"	"PNO1"	"3"
"1318"	"PNPLA7"	"3"
"1319"	"POLA2"	"20"
"1320"	"POLD2"	"20"
"1321"	"POLR3A"	"20"
"1322"	"POLR3C"	"20"
"1323"	"POLR3F"	"20"
"1324"	"POLR3K"	"20"
"1325"	"PPA2"	"23"
"1326"	"PPAN"	"3"
"1327"	"PPCDC"	"18"
"1328"	"PPP1CC"	"3"
"1329"	"PPP1R12C"	"22"
"1330"	"PPP1R3A"	"22"
"1331"	"PPP2CA"	"22"
"1332"	"PPP2CB"	"22"
"1333"	"PPP2R1B"	"22"
"1334"	"PPP2R2C"	"20"
"1335"	"PPP2R5B"	"22"
"1336"	"PPP6R1"	"23"
"1337"	"PQBP1"	"6"
"1338"	"PQLC1"	"14"
"1339"	"PREPL"	"14"
"1340"	"PRIM2"	"20"
"1341"	"PRPF4"	"6"
"1342"	"PSG9"	"13"
"1343"	"PTPN4"	"24"
"1344"	"PTPRCAP"	"25"
"1345"	"PUS7"	"18"
"1346"	"PYCRL"	"23"
"1347"	"RAB27A"	"22"
"1348"	"RAB43"	"6"
"1349"	"RAB7A"	"14"
"1350"	"RAD21"	"4"
"1351"	"RAD51"	"21"
"1352"	"RAD52"	"20"
"1353"	"RANGAP1"	"6"
"1354"	"RASA4B"	"14"
"1355"	"RCL1"	"3"
"1356"	"RECQL"	"20"
"1357"	"REV1"	"20"
"1358"	"RIOK2"	"3"
"1359"	"RNF10"	"3"
"1360"	"ROCK2"	"15"
"1361"	"RPA2"	"20"
"1362"	"RPAP2"	"6"
"1363"	"RRP1B"	"3"
"1364"	"RRP9"	"3"
"1365"	"RRS1"	"3"
"1366"	"RSRC1"	"6"
"1367"	"SAE1"	"21"
"1368"	"SBDS"	"20"
"1369"	"SCO1"	"14"
"1370"	"SDAD1"	"3"
"1371"	"SDF4"	"12"
"1372"	"SDHAF2"	"24"
"1373"	"SEC31A"	"3"
"1374"	"SERPINB9"	"24"
"1375"	"SF3B3"	"6"
"1376"	"SF3B4"	"6"
"1377"	"SGPL1"	"14"
"1378"	"SHBG"	"4"
"1379"	"SKIV2L"	"3"
"1380"	"SKIV2L2"	"13"
"1381"	"SLC25A6"	"23"
"1382"	"SLC30A1"	"14"
"1383"	"SLC35F5"	"14"
"1384"	"SLC36A1"	"14"
"1385"	"SLC7A1"	"22"
"1386"	"SLC9A3R1"	"12"
"1387"	"SLMO2"	"14"
"1388"	"SMEK2"	"20"
"1389"	"SNRPG"	"6"
"1390"	"SNX30"	"14"
"1391"	"SNX8"	"14"
"1392"	"SORCS2"	"14"
"1393"	"SORT1"	"14"
"1394"	"SOX6"	"20"
"1395"	"SPATA13"	"14"
"1396"	"SPIRE2"	"21"
"1397"	"SRCAP"	"20"
"1398"	"SRP68"	"14"
"1399"	"SRP72"	"14"
"1400"	"STK24"	"23"
"1401"	"STK38L"	"14"
"1402"	"STXBP2"	"14"
"1403"	"SUPT4H1"	"20"
"1404"	"SURF4"	"14"
"1405"	"SYT6"	"14"
"1406"	"TAF1"	"20"
"1407"	"TAF2"	"20"
"1408"	"TBL1XR1"	"21"
"1409"	"TBL3"	"3"
"1410"	"TCOF1"	"6"
"1411"	"TECR"	"14"
"1412"	"TEX10"	"3"
"1413"	"TIA1"	"6"
"1414"	"TIPRL"	"23"
"1415"	"TM9SF1"	"12"
"1416"	"TMPRSS3"	"14"
"1417"	"TMSB4X"	"24"
"1418"	"TNPO3"	"23"
"1419"	"TOP2B"	"20"
"1420"	"TOX3"	"20"
"1421"	"TPR"	"2"
"1422"	"TRAPPC2"	"14"
"1423"	"TRAPPC5"	"14"
"1424"	"TRDMT1"	"24"
"1425"	"TRMU"	"20"
"1426"	"TRUB1"	"14"
"1427"	"TSR3"	"14"
"1428"	"TTC37"	"3"
"1429"	"TTLL12"	"21"
"1430"	"TTLL9"	"21"
"1431"	"TUBB1"	"23"
"1432"	"TUBB8"	"12"
"1433"	"TYW1"	"3"
"1434"	"UBA2"	"14"
"1435"	"UBR5"	"6"
"1436"	"UBTF"	"6"
"1437"	"UCKL1"	"14"
"1438"	"ULK3"	"15"
"1439"	"UQCRB"	"5"
"1440"	"UTP11L"	"3"
"1441"	"VBP1"	"20"
"1442"	"VPS11"	"14"
"1443"	"VPS4B"	"14"
"1444"	"WDR3"	"3"
"1445"	"WDR33"	"17"
"1446"	"WDR45"	"14"
"1447"	"WDR74"	"3"
"1448"	"WDR82"	"17"
"1449"	"ZBTB16"	"21"
"1450"	"ZNF24"	"24"
"1451"	"ZNF259"	"14"
"1452"	"ZNF593"	"3"
"1453"	"ENSG00000206346"	"3"
"1454"	"ENSG00000186979"	"14"
"1455"	"ENSG00000196285"	"20"
"1456"	"ENSG00000206353"	"3"
"1457"	"ENSG00000144158"	"6"
"1458"	"ENSG00000100931"	"14"
"1459"	"ENSG00000007816"	"3"
"1460"	"ENSG00000164605"	"18"
"1461"	"ENSG00000173867"	"14"
"1462"	"ENSG00000136112"	"14"
"1463"	"ENSG00000206300"	"15"
"1464"	"ENSG00000188463"	"3"
"1465"	"ENSG00000198641"	"14"
"1466"	"ENSG00000206492"	"3"
"1467"	"ENSG00000111987"	"6"
"1468"	"ENSG00000213764"	"14"
"1469"	"ENSG00000206255"	"23"
"1470"	"ENSG00000204221"	"3"
"1471"	"ENSG00000160220"	"3"
"1472"	"ABCF3"	"23"
"1473"	"EXOC1"	"4"
"1474"	"GDI1"	"14"
"1475"	"GRIA2"	"22"
"1476"	"GRIN1"	"22"
"1477"	"PEX7"	"12"
"1478"	"RALA"	"22"
"1479"	"SNAP25"	"22"
"1480"	"STX12"	"14"
"1481"	"ENSG00000215766"	"24"
"1482"	"BLOC1S2"	"4"
"1483"	"DLG4"	"22"
"1484"	"MAPK7"	"14"
"1485"	"PBX1"	"21"
"1486"	"SEC61G"	"14"
"1487"	"MRRF"	"4"
"1488"	"NR6A1"	"21"
"1489"	"RHOQ"	"22"
"1490"	"RTN4IP1"	"4"
"1491"	"VPS51"	"4"
"1492"	"WASH3P"	"4"
"1493"	"ZC3H14"	"4"
"1494"	"ABT1"	"3"
"1495"	"ACIN1"	"6"
"1496"	"ADH5"	"18"
"1497"	"BRIX1"	"3"
"1498"	"BUD31"	"6"
"1499"	"CALM1"	"22"
"1500"	"CALM2"	"22"
"1501"	"CALM3"	"22"
"1502"	"CDC37"	"12"
"1503"	"CDK2"	"15"
"1504"	"CFLAR"	"19"
"1505"	"CHD1"	"20"
"1506"	"CIAO1"	"9"
"1507"	"CSNK2A1"	"15"
"1508"	"CTR9"	"13"
"1509"	"DDX10"	"3"
"1510"	"DDX21"	"6"
"1511"	"DDX23"	"6"
"1512"	"DDX51"	"3"
"1513"	"DHX38"	"6"
"1514"	"DNTTIP2"	"3"
"1515"	"EIF2D"	"3"
"1516"	"ELAVL1"	"6"
"1517"	"FCF1"	"3"
"1518"	"FOXK2"	"20"
"1519"	"FTSJ1"	"18"
"1520"	"GAR1"	"3"
"1521"	"HAT1"	"20"
"1522"	"HIST1H1C"	"6"
"1523"	"HNRNPA3"	"6"
"1524"	"IDH1"	"23"
"1525"	"IDH2"	"23"
"1526"	"ILK"	"4"
"1527"	"LMX1A"	"21"
"1528"	"LSM5"	"6"
"1529"	"LSM6"	"6"
"1530"	"LUC7L"	"6"
"1531"	"MCRS1"	"4"
"1532"	"MSMO1"	"14"
"1533"	"MTOR"	"15"
"1534"	"NAA10"	"20"
"1535"	"NAPA"	"14"
"1536"	"NFX1"	"6"
"1537"	"NGDN"	"3"
"1538"	"NLE1"	"3"
"1539"	"NOP10"	"3"
"1540"	"NSA2"	"3"
"1541"	"PABPN1L"	"3"
"1542"	"PACSIN3"	"13"
"1543"	"PDP2"	"3"
"1544"	"PIGO"	"14"
"1545"	"PIN4"	"18"
"1546"	"PMPCB"	"20"
"1547"	"PPAT"	"3"
"1548"	"PRPF31"	"6"
"1549"	"RPL35"	"3"
"1550"	"RRP15"	"3"
"1551"	"SART1"	"6"
"1552"	"SF3A2"	"6"
"1553"	"SLC10A7"	"3"
"1554"	"SMARCB1"	"20"
"1555"	"SNRPN"	"6"
"1556"	"SNURF"	"6"
"1557"	"SURF6"	"20"
"1558"	"TAF7L"	"20"
"1559"	"TBC1D17"	"4"
"1560"	"TUBA3C"	"12"
"1561"	"TXNL4A"	"6"
"1562"	"UPF1"	"6"
"1563"	"USP15"	"20"
"1564"	"UTP3"	"3"
"1565"	"XAB2"	"6"
"1566"	"ZCCHC10"	"6"
"1567"	"ZNF622"	"3"
"1568"	"ENSG00000206406"	"15"
"1569"	"ENSG00000206267"	"3"
"1570"	"ENSG00000170089"	"20"
"1571"	"GNAQ"	"22"
"1572"	"PICK1"	"22"
"1573"	"TUBA8"	"12"
"1574"	"AAK1"	"15"
"1575"	"ACP1"	"18"
"1576"	"ADSS"	"18"
"1577"	"AIMP1"	"23"
"1578"	"AKR1B1"	"18"
"1579"	"ANKHD1"	"12"
"1580"	"APRT"	"23"
"1581"	"ATP5F1"	"23"
"1582"	"AURKB"	"15"
"1583"	"BCAP31"	"19"
"1584"	"BPNT1"	"18"
"1585"	"BRD3"	"15"
"1586"	"C11orf58"	"18"
"1587"	"CAMK2A"	"15"
"1588"	"CAMK2B"	"15"
"1589"	"CAMK2G"	"15"
"1590"	"CAMKK2"	"15"
"1591"	"CAPZA1"	"18"
"1592"	"CASP7"	"19"
"1593"	"CCDC58"	"18"
"1594"	"CDC42BPA"	"15"
"1595"	"CDKN2A"	"21"
"1596"	"CISD2"	"25"
"1597"	"COPS2"	"21"
"1598"	"COTL1"	"18"
"1599"	"COX4I1"	"18"
"1600"	"DCTN2"	"22"
"1601"	"DDT"	"18"
"1602"	"DSP"	"12"
"1603"	"DSTN"	"4"
"1604"	"ECHS1"	"18"
"1605"	"EIF4H"	"3"
"1606"	"EMC3"	"18"
"1607"	"EPHA7"	"15"
"1608"	"ERP29"	"18"
"1609"	"ETF1"	"13"
"1610"	"ETFB"	"18"
"1611"	"EZR"	"19"
"1612"	"FAM162A"	"7"
"1613"	"FAM49B"	"18"
"1614"	"FBXW11"	"12"
"1615"	"FER"	"15"
"1616"	"FH"	"23"
"1617"	"FKBP5"	"12"
"1618"	"GARS"	"23"
"1619"	"GLO1"	"18"
"1620"	"GLRX3"	"23"
"1621"	"GNB2"	"22"
"1622"	"GSK3A"	"15"
"1623"	"HADHA"	"18"
"1624"	"HMGCS1"	"23"
"1625"	"HPRT1"	"18"
"1626"	"INSR"	"15"
"1627"	"IRF3"	"25"
"1628"	"IRF5"	"18"
"1629"	"ISYNA1"	"17"
"1630"	"JAK1"	"15"
"1631"	"LAGE3"	"18"
"1632"	"LGALS3BP"	"13"
"1633"	"LSM12"	"3"
"1634"	"LTA4H"	"18"
"1635"	"LYPLA1"	"11"
"1636"	"MAD2L1"	"20"
"1637"	"MAP2K2"	"15"
"1638"	"MAP3K11"	"15"
"1639"	"MAP3K2"	"15"
"1640"	"MAPK9"	"15"
"1641"	"MAPRE1"	"20"
"1642"	"MARK2"	"15"
"1643"	"MARK3"	"15"
"1644"	"MAVS"	"12"
"1645"	"MLEC"	"18"
"1646"	"MRPL14"	"18"
"1647"	"MRPS14"	"4"
"1648"	"MSN"	"19"
"1649"	"MTPN"	"18"
"1650"	"NAA15"	"18"
"1651"	"NARS"	"23"
"1652"	"NASP"	"16"
"1653"	"NEK11"	"15"
"1654"	"NTMT1"	"18"
"1655"	"NUDT21"	"6"
"1656"	"PA2G4"	"18"
"1657"	"PAK1"	"19"
"1658"	"PCBP1"	"1"
"1659"	"PDCD5"	"18"
"1660"	"PDCD6IP"	"4"
"1661"	"PDIA4"	"18"
"1662"	"PDIA6"	"22"
"1663"	"PDPK1"	"15"
"1664"	"PFDN1"	"24"
"1665"	"PFDN5"	"20"
"1666"	"PFKL"	"22"
"1667"	"PGRMC2"	"18"
"1668"	"PHB2"	"18"
"1669"	"PHKG2"	"15"
"1670"	"PITPNB"	"18"
"1671"	"PLK4"	"15"
"1672"	"PPIB"	"18"
"1673"	"PPP4C"	"4"
"1674"	"PRKAA1"	"15"
"1675"	"PRKCSH"	"18"
"1676"	"PSME3"	"23"
"1677"	"PTGES3"	"12"
"1678"	"RAB11A"	"22"
"1679"	"RAB14"	"18"
"1680"	"RAB5A"	"14"
"1681"	"RAB5C"	"18"
"1682"	"RANBP1"	"18"
"1683"	"RARS"	"22"
"1684"	"RBM8A"	"6"
"1685"	"RHOC"	"18"
"1686"	"RPN1"	"1"
"1687"	"RPS6KA3"	"15"
"1688"	"RPS6KA4"	"15"
"1689"	"RRM1"	"20"
"1690"	"SDHA"	"18"
"1691"	"SDHB"	"18"
"1692"	"SFXN1"	"18"
"1693"	"SND1"	"18"
"1694"	"SNRPA1"	"6"
"1695"	"SNRPB2"	"6"
"1696"	"SNX3"	"14"
"1697"	"SSB"	"15"
"1698"	"SSR1"	"4"
"1699"	"ST13"	"13"
"1700"	"STK16"	"15"
"1701"	"STK4"	"15"
"1702"	"STRAP"	"6"
"1703"	"SYNCRIP"	"22"
"1704"	"TAGLN2"	"18"
